source_index,Column1,simple_sent(prompt1),simple_sent(prompt2),Prompt1,Prompt2,Model
,,,,,,
38090,"Plonévez-Porzay [ploneve p??z?] (en breton : Plonevez-Porzhe) est une commune située dans la partie sud du département du Finistère, dans la région Bretagne, en France.","Plonévez-Porzay est un village dans le sud du département du Finistère, en Bretagne, France.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
1025,"Alix de Vergy (vers 1182, Reulle-Vergy † 1251, Prenois), fille de Hugues de Vergy, seigneur de Vergy, et de Gillette de Trainel (ou Traynel), fut duchesse de Bourgogne en devenant la deuxième épouse du duc Eudes III.","Alix de Vergy, née vers 1182, était la deuxième femme du duc Eudes III de Bourgogne.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
18916,"La Haute Autorité de lutte contre les discriminations et pour l'égalité, également connue sous son acronyme Halde, est une autorité administrative indépendante française ayant existé de 200 à 2011.","La Halde était une autorité en France qui luttait contre les discriminations et pour l’égalité, de 2004 à 2011.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
35012,"Maribor (allemand : Marburg an der Drau), le chef-lieu de la Basse-Styrie (Štajerska), est la seconde commune urbaine de Slovénie après la capitale Ljubljana.","Maribor est la deuxième plus grande ville de Slovénie, après la capitale Ljubljana.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
4344,"César Manrique, né le 24 avril 1919 à Arrecife et mort le 25 septembre 1992 (à 73 ans) à Tahiche, est un peintre, architecte et sculpteur espagnol, défenseur de la nature de son île natale, Lanzarote dans les îles Canaries, qui a influencé l'image de l'île volcanique de manière décisive.","César Manrique était un artiste espagnol qui aimait et protégeait son île natale, Lanzarote, aux Canaries.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
37886,"Piero della Francesca, de son nom complet Piero di Benedetto de Franceschi ou encore Pietro Borghese, né entre 1412 et 1420 à Borgo San Sepolcro (aujourd'hui Sansepolcro) dans la haute vallée du Tibre en république de Florence et mort dans la même ville le 12 octobre 1492, est un artiste peintre et un mathématicien florentin du Quattrocento (XVe siècle italien).","Piero della Francesca, né entre 1412 et 1420, était un peintre et mathématicien de la Renaissance italienne.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
30387,"Le virus Zika est l'agent infectieux à l'origine, chez l'homme, de l'infection à virus Zika.",Le virus Zika est celui qui cause la maladie appelée infection à virus Zika chez l’homme.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
12836,"Il épouse alors Marie et, acceptant l'enfant, devient le père nourricier de Jésus, qui, de ce fait, appartient à sa lignée, celle de David.","Joseph a accepté d’épouser Marie et est devenu le père adoptif de Jésus, le faisant entrer dans sa famille, celle du roi David.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
45634,"Vénus est la deuxième planète du Système solaire par ordre d'éloignement au Soleil, et la sixième plus grosse aussi bien par la masse que le diamètre.",Vénus est la deuxième planète la plus proche du Soleil et la sixième plus grosse du Système solaire.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
17162,"La cathédrale Saint-Maurice d'Angers, en France, est l'église cathédrale du diocèse d'Angers.","La cathédrale Saint-Maurice est l'église principale du diocèse d'Angers, en France.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
19858,La nectarine (fruit de Prunus persica var. nucipersica) est une variété de pêches (Prunus persica) issue d'une mutation naturelle.,La nectarine est une variété de pêches qui vient d’une mutation naturelle.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
41538,"Swinging London ou Swinging Sixties est une expression rendant compte de la vitalité culturelle de Londres dans les années 1960, devenue une capitale de la culture pop et de la mode.","Swinging London décrit l’énergie culturelle de Londres dans les années 1960, quand la ville est devenue un centre de la mode et de la culture pop.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
1910,"Artocarpus altilis L'arbre à pain (Artocarpus altilis) est un arbre de la famille des Moracées, originaire d'Océanie, domestiqué dans cette région pour son fruit comestible et aujourd'hui largement répandu sous les tropiques.","L’arbre à pain est un arbre originaire d’Océanie, cultivé pour son fruit comestible dans les régions tropicales.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
45288,"Une station spatiale est une installation en orbite ou déposée sur un astre, habitée par un équipage humain pendant une période prolongée, ne disposant pas de moyens de propulsion autonomes ou ne disposant que de moyens de propulsion réduits.",Une station spatiale est un endroit dans l’espace où des personnes peuvent vivre pendant un certain temps sans propulsion.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
43864,"Un pont à poutres est un pont dont le tablier est porté par une ou plusieurs poutres en bois, en acier, en béton armé ou précontraint.","Un pont à poutres est un pont soutenu par des poutres en bois, acier ou béton.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
3652,"Canon Inc. (????????, Kyanon kabushiki gaisha?, TSE : 7751, NYSE : CAJ) est une entreprise japonaise basée à Tokyo spécialisée dans les produits optiques, incluant appareils photo, photocopieurs et imprimantes.","Canon Inc. est une entreprise japonaise qui fabrique des produits comme des appareils photo, des photocopieurs et des imprimantes.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
11385,Gerbillinae Les gerbilles (Gerbillinae) sont des mammifères qui forment une sous-famille de petits rongeurs de la famille des Muridés.,Les gerbilles sont de petits rongeurs qui appartiennent à la famille des Muridés.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
23962,"Le chocolat est constitué du mélange, dans des proportions variables, de pâte de cacao, de beurre de cacao et de sucre ; auxquels sont ajoutées éventuellement des épices, comme la vanille, ou des matières grasses végétales.","Le chocolat est un mélange de pâte de cacao, de beurre de cacao et de sucre, parfois avec des épices ou d’autres matières grasses.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
32232,"Les jeux sont des versions améliorées de Pokémon Soleil et Lune, proposant de nouveaux éléments de scénarios.","Les jeux sont des versions améliorées de Pokémon Soleil et Lune, avec des éléments de scénario supplémentaires.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
2150,"Au terme de sa maturation, entre 5 et 10 jours, le furoncle s'ouvre et élimine le follicule pileux (bourbillon) formant une ulcération cratériforme.","Un furoncle arrive à maturité en 5 à 10 jours et s'ouvre, libérant le poil infecté.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
13158,"Il est le premier médecin à avoir introduit et étudié de façon scientifique le vaccin contre la variole, et est considéré comme le « père de l'immunologie ».",Il est le premier médecin à avoir étudié scientifiquement le vaccin contre la variole et est considéré comme le père de l’immunologie.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
34494,"L'ultranationalisme (peut être orthographié ultra-nationalisme et également appelé nationalisme extrême, nationalisme radical et nationalisme fanatique) est un néologisme pour désigner une forme de nationalisme extrême et exacerbé, jadis appelée chauvinisme.","L'ultranationalisme est une forme extrême de nationalisme, aussi appelée chauvinisme.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
17953,La décentralisation consiste en un transfert de pouvoirs de l'État vers des personnes morales de droit public distinctes de lui.,La décentralisation est quand l’État donne une partie de ses pouvoirs à d’autres entités publiques.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
22560,"L'asile étant un lieu où une personne se sentant menacée peut se mettre en sécurité, le droit d'asile renvoie au fait que, dans différentes civilisations, les sociétés ont reconnu un droit à chaque être humain de trouver refuge face à des menaces et des persécutions.",Le droit d'asile est le droit de se réfugier dans un endroit sûr si on est menacé.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
6873,"De façon analogue, les plantes cultivées pour leur apport en protéines sont appelées protéagineux.",Les plantes cultivées pour leurs protéines sont appelées protéagineux.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
22483,L'arithmancie ou arithmomancie est une technique de divination basée sur les chiffres de 1 à 9.,L’arithmancie est une technique de divination qui utilise les chiffres de 1 à 9.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
21942,"L'actuel monarque est le roi Harald V, qui règne depuis le 17 janvier 1991.","Le roi actuel de Norvège est Harald V, en fonction depuis 1991.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
5524,"Cleveland (en anglais [?kli?vl?nd]) est une ville portuaire du Midwest des États-Unis située sur la rive sud du lac Érié, dans l'État de l'Ohio.","Cleveland est une ville portuaire dans le Midwest des États-Unis, au bord du lac Érié, dans l’Ohio.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
3987,"Ce genre, répandu dans l'océan Pacifique, comprend entre 3 et 6 espèces selon les sources.",Ce genre d’animal vit dans l’océan Pacifique et regroupe entre 3 et 6 espèces selon les sources.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
31992,"Les guerres d'Italie sont une suite de conflits (onze guerres) menés par les souverains français en Italie à partir de la fin du XVe siècle et au cours du XVIe siècle pour faire valoir ce qu'ils estimaient être leurs droits héréditaires sur le royaume de Naples, puis sur le duché de Milan.",Les guerres d’Italie sont des conflits que les rois de France ont menés en Italie pour obtenir des territoires comme Naples et Milan.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
43094,"Un débris spatial, dans le domaine de l'astronautique, est un objet artificiel circulant sur une orbite terrestre, amené là dans le cadre d'une mission spatiale, et qui n'est pas ou plus utilisé.",Un débris spatial est un objet laissé en orbite autour de la Terre après une mission spatiale.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
17303,"La Cinq, éditée par la société France,,,, puis par la Société d'exploitation de la 5e chaine,, (ou La Cinq S.A.), est la première chaîne de télévision généraliste nationale commerciale privée et gratuite française diffusée du 20 février  au 12 avril 1992[10].","La Cinq était la première chaîne de télévision privée et gratuite en France, diffusée de 1986 à 1992.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
32761,"Les Pur-sangs se sont exportés dans de nombreux pays qui ont développé une industrie des courses hippiques, principalement en Amérique du Nord dès 1730, puis en Australie, en France, en Italie, au Japon et en Amérique du Sud, au cours du XVIIIe siècle.","Les Pur-sangs, des chevaux de course, ont été exportés dans de nombreux pays comme les États-Unis et l’Australie à partir du XVIIIe siècle.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
43978,"Un régiment est une unité militaire dont l'effectif moyen varie habituellement entre 1 000 et 3 500 soldats, commandés par un officier supérieur du grade de colonel ou de lieutenant-colonel.","Un régiment est une unité militaire avec entre 1 000 et 3 500 soldats, commandés par un colonel ou un lieutenant-colonel.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
11599,"Google+ (prononcé et parfois écrit Google Plus, souvent abrégé G+) est une ancienne application de réseau social de l'entreprise américaine Google lancée le 28 juin 2011, et dont la fermeture progressive a été annoncée le 9 octobre 2018.",Google+ était un réseau social créé par Google en 2011 et fermé progressivement à partir de 2018.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
3489,C’est ainsi que la ville s’honore encore du titre de Marraine de l’Amérique.,"La ville a encore le titre honorifique de ""Marraine de l’Amérique.""",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
20284,"La plupart du temps, l'hydropisie en tant que maladie désignait la cause principale d'œdèmes généralisés, à savoir l'insuffisance cardiaque congestive ; depuis, le terme s'applique surtout aux poissons d'aquariums ainsi qu'aux escargots.","L'hydropisie est une maladie qui causait des gonflements, aujourd’hui, le terme est surtout utilisé pour les poissons et les escargots.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
4469,"C'est le Land allemand le plus peuplé et doté du plus fort poids économique, en partie grâce au bassin industriel de la Ruhr.","C’est le Land allemand avec le plus d’habitants et la plus grande économie, notamment grâce à la région industrielle de la Ruhr.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
34366,"L'ozone (de l'allemand Ozon, dérivé du grec ozô « exhaler une odeur »), ou trioxygène, est une substance de formule chimique O3 : ses molécules sont triatomiques, formées de trois atomes d'oxygène.",L’ozone est une substance chimique composée de trois atomes d’oxygène.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
23277,"Le calendrier chinois étant un calendrier luni-solaire, la date du Nouvel An chinois dans le calendrier grégorien varie d'une année sur l'autre, mais tombe toujours entre le 21 janvier et le 19 février, lors de la deuxième nouvelle lune depuis le solstice d'hiver quand le soleil se trouve dans le signe du Verseau.",Le Nouvel An chinois varie entre le 21 janvier et le 19 février dans le calendrier grégorien.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
37137,"Oyonnax Rugby (connu jusqu'au 31 mai 2018 en tant qu'Union sportive Oyonnax rugby) est un club français de rugby à XV fondé en 1909, basé à Oyonnax dans le département de l'Ain.","Oyonnax Rugby est un club de rugby français créé en 1909, situé à Oyonnax, dans le département de l’Ain.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
11005,Freyja est une déesse majeure dans la mythologie germanique et nordique qui est mentionnée ou représentée dans de nombreux contes.,"Freyja est une déesse importante de la mythologie nordique, souvent mentionnée dans des récits anciens.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
23204,"Le brownie est un gâteau au chocolat, fondant par endroits, cuit au four.","Le brownie est un gâteau au chocolat, parfois fondant à certains endroits, cuit au four.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
38891,"Red Notice ou  Notice rouge au Québec, est une comédie d'action américaine écrite, coproduite et réalisée par Rawson Marshall Thurber, sortie en 2021 sur Netflix.",Red Notice est un film d’action américain sorti en 2021 sur Netflix.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
30215,"Le tunnel sous la Manche (en anglais, The Channel Tunnel ou Chunnel[note ) est un tunnel ferroviaire majoritairement  sous-marin reliant Folkestone, dans le sud-est du Royaume-Uni (Kent, Angleterre) et Peuplingues, près du terminal de Coquelles, dans le nord de la France (Pas-de-Calais, Hauts-de-France), et donc le réseau ferroviaire britannique aux réseaux français et européen.",Le tunnel sous la Manche est un tunnel ferroviaire sous-marin qui relie l’Angleterre et la France.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
3540,"Caldas da Rainha est une ville et municipalité du Portugal du district de Leiria située dans la sous-région de l’Ouest, dans la province de l’Estremadura, et la région Centre.","Caldas da Rainha est une ville au Portugal, dans la région Centre.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
38296,"Pouic-Pouic est un film français réalisé par Jean Girault, sorti en 1963, d'après la pièce de théâtre Sans cérémonie de Jacques Vilfrid et Jean Girault, créée en 1952.","Pouic-Pouic est un film français sorti en 1963, basé sur une pièce de théâtre de 1952.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
27294,"Le nom du fleuve provient de Henry Hudson, un Anglais naviguant pour le compte des Provinces-Unies et notamment de la Compagnie néerlandaise des Indes orientales (Vereenigde Oost-Indische Compagnie, VOC), qui explora le fleuve en 1609.","Le fleuve porte le nom de Henry Hudson, un navigateur anglais qui l'a exploré en 1609.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
32501,"Les nanosciences et nanotechnologies (d’après le grec ?????, « nain »), ou NST, peuvent être définies au minimum comme l’ensemble des études et des procédés de fabrication et de manipulation de structures (physiques, chimiques ou biologiques), de dispositifs et de systèmes matériels à l’échelle du nanomètre (nm), qui est l'unité la plus proche de la distance entre deux atomes.","Les nanosciences et nanotechnologies étudient et manipulent des structures très petites, à l'échelle du nanomètre, qui est proche de la taille des atomes.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
39452,"Sa capitale est La Havane, sa langue officielle l'espagnol et sa devise le peso cubain.","La capitale de Cuba est La Havane, la langue officielle est l'espagnol et la monnaie est le peso cubain.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
